id,title,release_date,recent_reviews,all_reviews,price,developers,number_languages,compatible_os,tags
302970,Radiant Defense,"11 Jul, 2014","['83', '95']","['83', '95']","['4,99']",['Hexage'],7,1,"['Strategy', 'Indie', 'TowerDefense']"
1329600,Karting,"15 Apr, 2021","['85', '14', '30']","['88', '326']","['1,99']",['RewindApp'],1,1,"['Racing', 'Casual', 'Multiplayer', 'Simulation', 'PvP', 'Indie', 'Singleplayer', 'ThirdPerson', 'Sports', 'Arcade', 'FamilyFriendly', 'AutomobileSim', 'Relaxing', 'ScoreAttack', 'Action']"
1073820,"Love, Sam","31 May, 2019","['94', '175']","['94', '175']","['2,39']",['Korean Linguistics Lab'],1,1,"['Adventure', 'Indie', 'Violent', 'Horror', 'PsychologicalHorror']"
714800,Maitetsu,"29 Jun, 2018","['95', '285']","['95', '285']","['12,49']",['Lose'],2,1,"['Cute', 'Anime', 'VisualNovel', 'Trains', 'Casual', 'SexualContent', 'StoryRich', 'NSFW', 'Funny', 'Romance', 'InteractiveFiction', 'Drama', '2D', 'ChoicesMatter', 'Nudity']"
203990,SATAZIUS,"16 Dec, 2011","['90', '151']","['90', '151']",,['ASTRO PORT'],2,2,"[""Shoot'EmUp"", 'Indie', 'Action', 'Arcade', '2D', 'BulletHell', 'SideScroller', 'Singleplayer', 'Difficult']"
1025480,1-Bit Revival: The Residuals of Null,"20 Mar, 2019","['100', '11']","['100', '11']",,['Alex Hanson-White'],18,2,"['Action', 'Indie', 'PixelGraphics', 'Retro', 'Arcade', '2D', 'BulletHell', 'ProceduralGeneration', 'Platformer', 'HackandSlash', 'Fast-Paced', 'Space', 'Ninja', 'Classic', 'Puzzle', 'Shooter', 'Match3']"
623320,Button Button Up!,"9 Aug, 2019","['98', '82']","['98', '82']","['9,99']",['Centrosphere Games'],4,1,"['Sokoban', '2DPlatformer', 'PuzzlePlatformer', 'Puzzle', 'Parkour', 'PvP', 'Difficult', 'Platformer', '2D', 'Cute', 'Funny', 'Linear', 'Casual', 'Action', 'PixelGraphics', 'Survival', 'Adventure', ""1990's"", 'OldSchool', 'Singleplayer']"
130,Half-Life: Blue Shift,"1 Jun, 2001","['92', '288', '30']","['91', '8,330']","['3,99']",['Gearbox Software'],3,3,"['FPS', 'Action', 'Sci-fi', 'Singleplayer', 'Shooter', 'Aliens', 'Classic', 'First-Person', 'Zombies', 'Adventure', ""1990's"", 'Short', 'Atmospheric', 'SilentProtagonist', 'StoryRich', 'Puzzle', 'Moddable', 'GreatSoundtrack', 'Retro', 'OldSchool']"
1098270,ColdSide,"6 Nov, 2020","['78', '14', '30']","['80', '277']","['6,59']",['AdroVGames'],5,1,"['Adventure', 'Indie', 'Singleplayer', 'PsychologicalHorror', 'Horror', 'First-Person', 'Atmospheric']"
359600,Assassin’s Creed® Chronicles: Russia,"9 Feb, 2016","['68', '16', '30']",,"['9,99']",['Climax Studios'],13,1,"['Action', 'Adventure', 'Assassin', 'Stealth', '2.5D', 'Parkour', 'Platformer', 'Singleplayer', 'Historical', '2D', 'OpenWorld']"
491240,Lil Big Invasion,"4 Aug, 2016","['100', '14']","['100', '14']","['0,79']",['Andreas Britten'],1,1,"['DungeonCrawler', 'Collectathon', 'Action-Adventure', '2D', 'Cute', 'Funny', 'FamilyFriendly', 'Atmospheric', 'Adventure', 'Cartoon', 'Lemmings', 'Singleplayer', 'Indie', 'Mouseonly', 'Touch-Friendly', 'Soundtrack', 'Action', 'Puzzle', 'Arcade', 'Design&Illustration']"
780670,Fantasy of Expedition,"13 Sep, 2020","['81', '572']","['81', '572']","['8,19']",['LW.C'],5,2,"['RPG', 'Indie', 'Strategy', 'Action', 'Casual', 'Adventure', 'Roguelike', 'AutoBattler', 'PixelGraphics']"
449220,A grande bagunça espacial - The big space mess,"5 Apr, 2016","['87', '124']","['87', '124']","['0,99']",['RMAL'],3,1,"['Action', 'Indie', 'Casual', 'PsychologicalHorror', 'Comedy', 'Memes', 'Funny']"
895870,Project Wingman,"1 Dec, 2020","['94', '259', '30']","['94', '7,981']","['24,99']",['Sector D2'],8,1,"['Flight', 'Action', 'Jet', 'Indie', 'War', 'Military', 'Arcade', 'Singleplayer', 'Simulation', 'VR', 'Controller', 'GreatSoundtrack', 'Shooter', 'StoryRich', 'Sci-fi', 'First-Person', 'ThirdPerson', 'Epic', 'Realistic', 'Roguelike']"
703320,Hidden & Dangerous 2: Courage Under Fire,"21 Oct, 2003","['90', '10', '30']","['95', '475']","['9,99']",['Illusion Softworks'],5,1,"['Action', 'Strategy', 'FPS', 'Tactical', 'War', 'WorldWarII', 'Shooter', 'First-Person', 'Singleplayer', 'Multiplayer']"
1297010,Rinlo,"7 Oct, 2020","['85', '21']","['85', '21']","['12,99']",['GuraShop'],2,1,"['Puzzle', 'Adventure', 'Casual', 'Indie', 'Exploration', 'Steampunk', 'Action', 'Singleplayer', 'Action-Adventure', 'Spectaclefighter', 'PuzzlePlatformer', 'EarlyAccess', 'ThirdPerson', 'Fantasy', 'VR', 'Dystopian', 'Logic', 'Funny', 'Stealth', 'Combat']"
214970,Intrusion 2,"11 Sep, 2012","['100', '18', '30']","['91', '918']","['7,99']",['Aleksey Abramenko'],2,2,"['Action', 'Indie', 'Platformer', '2D', 'Physics', 'Shooter', 'Sci-fi', 'Singleplayer', 'SideScroller', 'Difficult', 'GreatSoundtrack', ""Shoot'EmUp""]"
15390,Brothers in Arms: Hell's Highway™,"8 Oct, 2008","['83', '18', '30']","['89', '1,411']","['9,99']",['Gearbox Software'],4,1,"['Action', 'WorldWarII', 'FPS', 'Tactical', 'Singleplayer', 'Military', 'StoryRich', 'Shooter', 'Gore', 'Strategy', 'First-Person', 'Atmospheric', 'War', 'Historical', 'Multiplayer', 'Realistic', 'Controller', 'Third-PersonShooter']"
365890,Heroes of Normandie,"1 Oct, 2015","['69', '181']",,"['27,99']",['Cat Rabbit'],3,1,"['Strategy', 'BoardGame', 'WorldWarII', 'CardGame', 'Multiplayer', 'Turn-Based', 'Turn-BasedTactics', 'Singleplayer', 'Tactical', 'ReplayValue', 'AsynchronousMultiplayer', 'LocalCo-Op', 'LocalMultiplayer', 'Turn-BasedStrategy']"
1397920,Mr.Mine,"30 Sep, 2020","['93', '238', '30']","['91', '9,897']",[],['Austin Oblouk'],18,1,"['Casual', 'Idler', 'FreetoPlay', 'Clicker', 'Mining', 'Simulation', '2D', 'ResourceManagement', 'Singleplayer', 'Indie', 'Cartoony', 'Multiplayer', 'Survival']"
214360,Tower Wars,"14 Aug, 2012","['72', '1,152']","['72', '1,152']","['7,99']",['SuperVillain Studios'],3,2,"['TowerDefense', 'Strategy', 'Indie', 'Steampunk', 'Multiplayer', 'Co-op', 'Action', 'Singleplayer', 'OnlineCo-Op', 'Difficult']"
675010,MudRunner,"30 Oct, 2017","['92', '406', '30']","['89', '19,158']","['19,99']",['Saber Interactive'],9,1,"['Offroad', 'Simulation', 'AutomobileSim', 'Driving', 'Multiplayer', 'Realistic', 'Physics', 'OpenWorld', 'Co-op', 'OnlineCo-Op', 'Moddable', 'Mod', 'Racing', 'Singleplayer', 'Sandbox', 'Exploration', 'Atmospheric', 'Adventure', 'First-Person', 'ThirdPerson']"
1300310,Move Code Lines,"28 Aug, 2020","['92', '28']","['92', '28']","['4,99']",['Fewjix'],1,1,"['Programming', 'Hacking', 'Automation', 'Text-Based', 'Simulation', 'Education', 'Tutorial', 'Puzzle', 'Logic', 'Singleplayer', 'Indie']"
362090,Siralim,"24 Apr, 2015","['86', '178']","['86', '178']","['9,99']",['Thylacine Studios'],1,3,"['RPG', 'Indie', 'CreatureCollector', 'Turn-Based', 'Fantasy', 'Retro', 'Roguelite', 'Roguelike']"
528120,Darkness and Flame: Born of Fire,"8 Dec, 2016","['92', '112']","['92', '112']","['6,99']",['FIVE-BN GAMES'],11,2,"['Casual', 'Adventure', 'HiddenObject', 'Point&Click', 'FemaleProtagonist']"
1536720,Deep Sea Valentine,"12 Feb, 2021","['100', '10']","['100', '10']","['3,99']",['KigyoDev'],3,3,"['RPG', 'DatingSim', 'VisualNovel', 'LGBTQ+', ""1990's"", 'Anime', 'Casual', 'PixelGraphics', 'Stylized', 'Romance', 'Underwater', '2D', 'Colorful', 'Cute', 'Top-Down', 'Comedy', 'Relaxing', 'Exploration', 'ChoicesMatter', 'FemaleProtagonist']"
1196080,Space Simulation Toolkit,"5 Jun, 2020","['88', '50']","['88', '50']","['12,49']",['Pavel Kudinov'],1,1,"['Simulation', 'Indie', 'EarlyAccess', 'Sandbox', 'Physics', 'ArtificialIntelligence']"
1175830,Legend of Mana,"24 Jun, 2021","['72', '18', '30']","['82', '606']","['29,99']","['Square Enix', 'M2 Co., Ltd.']",8,1,"['Exploration', 'RealTimeTactics', 'RPG', 'ActionRPG', 'Party-BasedRPG', 'JRPG', 'PvP', 'StrategyRPG', 'Action', 'ChoicesMatter', 'Nonlinear', 'Colorful', 'Fantasy', 'Magic', ""1990's"", 'Combat', 'OldSchool', 'Retro', 'Co-op', 'LocalCo-Op']"
873560,Jack N' Jill DX,"28 Sep, 2018","['95', '65']","['95', '65']","['3,99']","['Rohan Narang', 'Ratalaika Games S.L.']",8,1,"['Indie', 'Casual', 'Action', 'Platformer']"
1715470,Chronicles of Sarval: Bridges of Koni,"12 Nov, 2021","['92', '14']","['92', '14']",,['Shido Game Studio'],2,1,"['Adventure', 'Fantasy', 'Puzzle', 'Exploration', 'PixelGraphics', 'StoryRich', 'Relaxing', 'Logic', 'AlternateHistory', 'Action-Adventure', '2D', 'Colorful', 'Magic', 'Conversation', 'ChooseYourOwnAdventure', 'Strategy', 'Singleplayer', 'Action', 'Quick-TimeEvents', 'Atmospheric']"
324740,The Warlock of Firetop Mountain,"30 Aug, 2016","['79', '274']","['79', '274']","['19,99']",['Tin Man Games'],1,3,"['Adventure', 'Indie', 'Action', 'BoardGame', 'ChooseYourOwnAdventure', 'RPG', 'Turn-Based', 'Fantasy', 'Singleplayer', 'Roguelike', 'DungeonCrawler', 'Tabletop', 'Isometric', 'StoryRich', 'Turn-BasedCombat', 'InteractiveFiction', '1980s', 'ChoicesMatter', 'Combat', 'Grid-BasedMovement']"
1396890,Boss of this gym,"5 Mar, 2021","['100', '10', '30']","['95', '419']","['0,79']",['IndieGameMamaDev'],29,1,"['Sports', 'Runner', 'Racing', 'Idler', 'ScoreAttack', '2D', 'Platformer', 'Casual', 'Action', 'Parkour', 'Singleplayer', 'Indie', 'OldSchool', 'Adventure', 'Simulation', 'RPG', 'Memes', 'MassivelyMultiplayer', 'Strategy', 'Fast-Paced']"
1252600,ANOTHER EDEN,"30 Mar, 2021","['62', '82', '30']",,[],"['WFS, Inc.']",4,1,"['FreetoPlay', 'JRPG', 'RPG', 'Singleplayer', 'TimeTravel', 'Fantasy', '2.5D', 'StoryRich', 'Anime', 'Retro', 'Sci-fi', 'Cats', 'Turn-Based', 'Adventure', 'Party-BasedRPG', 'Turn-BasedTactics', 'Cute', 'Well-Written', 'Turn-BasedCombat', 'Soundtrack']"
"374320,442010",DARK SOULS™ III,"11 Apr, 2016","['94', '6,712', '30']","['94', '201,906']","['59,99']","['FromSoftware, Inc.']",12,1,"['Souls-like', 'DarkFantasy', 'Difficult', 'RPG', 'Atmospheric', 'Lore-Rich', 'ThirdPerson', 'Exploration', 'StoryRich', 'ActionRPG', 'Co-op', 'GreatSoundtrack', 'Adventure', 'Action', 'PvP', 'Multiplayer', 'OpenWorld', 'Singleplayer', 'CharacterCustomization', 'ReplayValue']"
611040,Tube Tycoon,"28 Mar, 2018","['75', '465']","['75', '465']","['10,99']",['Teal Fire'],8,2,"['Casual', 'Simulation', 'Indie', 'Strategy', 'Management', 'Singleplayer']"
1745380,UNDER the WATER - an ocean survival game,"29 Sep, 2021","['63', '22']",,"['8,19']",['IndieMax'],2,1,"['EarlyAccess', 'Adventure', 'OpenWorld', 'Underwater', 'Sailing', 'Post-apocalyptic', 'Physics', 'Simulation', 'Exploration', 'ProceduralGeneration', 'Crafting', 'Stylized', 'Action', 'Sandbox', 'Atmospheric', '6DOF', 'Nonlinear', 'Survival', 'Action-Adventure', 'ImmersiveSim']"
1057180,Border Officer,"19 Jul, 2019","['54', '37', '30']",,"['8,19']",['Cheesecake Dev'],8,1,"['Simulation', 'Action', 'Indie', 'Adventure', 'AutomobileSim', 'OpenWorld', 'Singleplayer', 'Driving', 'Survival', 'EarlyAccess', 'MultipleEndings', 'Political', 'Dystopian', 'Strategy', 'Multiplayer']"
1531040,Pavlov's House,"26 Feb, 2021","['100', '28']","['100', '28']","['7,39']",['Bookmark Games'],1,2,"['Strategy', 'BoardGame', 'Wargame', 'WorldWarII', 'Tabletop', 'Singleplayer', 'Top-Down', '2D']"
565170,Blade Strangers,"28 Aug, 2018","['78', '198']","['78', '198']","['16,79']",['Studio Saizensen'],2,1,"['Action', 'Fighting', '2DFighter', 'Anime', 'Nudity']"
745010,Mechanic Miner,"22 May, 2019","['57', '147']",,"['16,79']",['Hello John'],2,1,"['Indie', 'Adventure', 'Building', 'Sandbox', 'PixelGraphics', 'Action', 'Survival', 'RPG', '2D', 'Simulation', 'Physics', 'Singleplayer', 'ResourceManagement', 'Moddable', 'Crafting', 'EarlyAccess', 'BaseBuilding', 'Strategy', 'Steampunk', 'Dinosaurs']"
1596270,Neon Souls,"21 Oct, 2021","['100', '19']","['100', '19']","['3,99']","['Pickles Entertainment', 'Euclides Lopes']",1,1,"['Psychedelic', 'Illuminati', 'Surreal', 'Minimalist', 'Atmospheric', 'Abstract', 'Colorful', 'OldSchool', 'SideScroller', '2DPlatformer', ""1990's"", '1980s', '2D', 'Cute', 'PixelGraphics', 'GodGame', 'Arcade', 'Souls-like', 'Relaxing', 'Linear']"
1674030,Custodian: Beginning of the End,"1 Sep, 2021","['80', '25']","['80', '25']","['13,99']",['Red-Pixel'],2,1,"['Metroidvania', 'SideScroller', 'Exploration', '2DPlatformer', 'Souls-like', 'HackandSlash', 'Difficult', 'Platformer', 'RPG', '2D', 'Controller', 'Action', 'PixelGraphics', 'Colorful', 'DarkFantasy', 'Atmospheric', 'Adventure', 'OldSchool', 'Music', 'Singleplayer']"
350010,Time Mysteries: Inheritance - Remastered,"6 Oct, 2014","['44', '292']",,"['7,99']",['Artifex Mundi'],11,3,"['Casual', 'Adventure', 'HiddenObject', 'FemaleProtagonist', 'Mystery', 'Point&Click', 'Puzzle', 'Singleplayer', '2D', 'StoryRich', 'GreatSoundtrack', 'Horror', 'Fantasy', 'Indie', 'FamilyFriendly', 'Atmospheric']"
358260,Crystal Caves,"23 Oct, 1991","['96', '62']","['96', '62']","['4,99']",['Apogee Software'],1,2,"['Action', 'Classic', 'Platformer', 'Retro', '2D', ""1990's""]"
733340,Hakuoki: Edo Blossoms,"13 Mar, 2018","['92', '14', '30']","['95', '508']","['8,19']","['Idea Factory', 'Design Factory']",3,1,"['Otome', 'Adventure', 'VisualNovel', 'FemaleProtagonist', 'Anime', 'StoryRich', 'Historical', 'Mystery', 'DatingSim']"
1263990,Floor 13: Deep State,"2 Nov, 2020","['40', '15']",,"['19,99']",['Oversight Productions'],6,1,"['Adventure', 'InteractiveFiction', 'Point&Click', 'Political', 'Detective', 'StoryRich', 'Thriller', 'Indie', 'ChoicesMatter']"
280,Half-Life: Source,"1 Jun, 2004","['64', '250', '30']","['72', '8,722']","['8,19']",['Valve'],11,3,"['FPS', 'Action', 'Classic', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Aliens', ""1990's"", 'Zombies', 'StoryRich', 'Adventure', 'Remake', 'Atmospheric', 'SilentProtagonist', 'Multiplayer', 'Horror', 'Moddable', 'GreatSoundtrack', 'Gore']"
774861,Project Winter,"23 May, 2019","['81', '160', '30']","['86', '12,214']","['16,79']",['Other Ocean Interactive'],13,1,"['SocialDeduction', 'Survival', 'Multiplayer', 'OnlineCo-Op', 'Team-Based', 'Co-op', 'Indie', 'Strategy', 'Adventure', 'Action', 'Difficult', 'Casual', 'Nature', 'Controller', 'Stylized', 'PvP', 'Snow', 'Experimental', 'Top-Down', 'EarlyAccess']"
299720,Terrorhedron Tower Defense,"24 Jul, 2014","['84', '969']","['84', '969']","['0,99']",['Dan Walters'],1,1,"['TowerDefense', 'Indie', 'Strategy', 'Casual', 'GreatSoundtrack', 'OnlineCo-Op', 'Multiplayer', 'Co-op']"
1064200,Brewer,"15 Aug, 2019","['78', '42']","['78', '42']","['3,99']",['Slava Victorov'],5,1,"['Simulation', 'Strategy', 'Indie', 'Management', 'Economy', 'Singleplayer', '2D', 'TimeManagement', 'InteractiveFiction', 'Minimalist', 'OldSchool', 'Retro', 'ReplayValue', 'Difficult', 'Capitalism', 'Comedy', 'ResourceManagement', 'Real-TimewithPause', 'Idler', 'Clicker']"
410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,"13 Nov, 2015","['92', '13', '30']","['97', '657']","['7,99']",['07th Expansion'],2,3,"['VisualNovel', 'Horror', 'Anime', 'Mystery', 'PsychologicalHorror', 'StoryRich', 'Dark', 'Adventure', 'Atmospheric', 'Psychological', 'GreatSoundtrack', 'Singleplayer', 'Linear', 'Cute', 'Gore', 'Classic', 'Indie', '2D']"
466740,ARAYA,"24 Nov, 2016","['77', '600']","['77', '600']","['14,99']",['MAD Virtual Reality Studio'],3,1,"['Horror', 'Adventure', 'Indie', 'Action', 'VR', 'First-Person', 'Multiplayer', 'Thriller', 'PsychologicalHorror']"
1212620,Pretty Neko,"20 Feb, 2020","['95', '80', '30']","['94', '2,231']","['0,79']",['GirlGames'],1,2,"['Casual', 'Indie', 'Simulation', 'SexualContent', 'RPG', 'Nudity', 'Mature', 'Hentai', 'Anime', 'Puzzle', 'Relaxing', 'Singleplayer', 'NSFW', 'FPS']"
202170,Sleeping Dogs,,"['94', '17', '30']","['93', '9,796']","['57,27']",['United Front Games'],7,1,"['OpenWorld', 'Action', 'MartialArts', 'ThirdPerson', 'Crime', 'Adventure', 'Fighting', 'Singleplayer', 'Sandbox', 'StoryRich', 'GreatSoundtrack', 'Driving', 'AutomobileSim', 'Parkour', 'Violent', 'Third-PersonShooter', 'RPG', 'Shooter', 'Atmospheric', 'Multiplayer']"
1098170,Dark Nights with Poe and Munro,"19 May, 2020","['81', '237']","['81', '237']","['10,79']","[""D'Avekki Studios Ltd""]",7,3,"['FMV', 'ChooseYourOwnAdventure', 'Cinematic', 'ChoicesMatter', 'Episodic', 'Adventure', 'StoryRich', 'Mystery', 'Supernatural', 'Singleplayer', 'InteractiveFiction', 'MultipleEndings', 'Point&Click', 'Horror', 'DarkComedy', 'Romance', 'Investigation', 'Detective', 'Drama', 'Action']"
1129190,Our Life: Beginnings & Always,"16 Nov, 2020","['99', '308', '30']","['98', '5,579']",[],['GB Patch Games'],1,2,"['VisualNovel', 'LGBTQ+', 'Romance', 'CharacterCustomization', 'DatingSim', 'ChoicesMatter', 'FreetoPlay', 'ChooseYourOwnAdventure', 'Relaxing', 'Cute', 'InteractiveFiction', 'MultipleEndings', 'ReplayValue', 'Otome', 'Singleplayer', 'Funny', 'Indie', 'Casual', 'Comedy', 'Drama']"
493540,Figment,"22 Sep, 2017","['85', '21', '30']","['87', '615']","['19,99']",['Bedtime Digital Games'],17,3,"['Indie', 'Adventure', 'Action', 'Puzzle', 'GreatSoundtrack', 'Singleplayer', 'Hand-drawn', 'Isometric', 'Atmospheric', 'Surreal', 'Colorful', 'Cute', 'Funny', 'Controller', 'StoryRich', 'Music', 'Casual', 'Exploration']"
370840,Rugby Challenge 3,"28 Jun, 2016","['64', '91']",,"['49,95']",['Wicked Witch'],4,1,['Sports']
544970,Milkmaid of the Milky Way,"4 Jan, 2017","['95', '393']","['95', '393']","['5,99']",['Mattis Folkestad'],3,3,"['Adventure', 'Indie', 'Point&Click', 'PixelGraphics', 'FemaleProtagonist', 'Narration', 'Short', '2D', 'GreatSoundtrack']"
1586290,CARNAL,"9 Apr, 2021","['83', '12', '30']","['92', '89']","['0,79']",['JG Roos'],1,1,"['Action', 'FPS', 'Retro', 'Horror', ""1990's"", 'OldSchool', 'Singleplayer', '3D', 'PixelGraphics', 'Adventure', 'DarkComedy', 'Sci-fi', 'First-Person', 'Shooter', 'America', 'Combat', 'Nonlinear', 'PvE', 'Violent', 'Gore']"
1016930,The Great Perhaps,"14 Aug, 2019","['85', '14', '30']","['78', '401']","['9,99']",['Caligari Games'],9,3,"['Adventure', 'Indie', 'Casual', 'Horror', 'TimeTravel', 'Singleplayer', 'Sci-fi', 'Puzzle', 'Short', '2D', 'Mystery', 'ThirdPerson', 'StoryRich', 'Atmospheric', 'Exploration', 'Post-apocalyptic', 'Cartoony', 'Stylized', 'GreatSoundtrack', 'FamilyFriendly']"
1213220,IRON GUARD VR,"1 Sep, 2021","['97', '42']","['97', '42']",[],['Xlab Digital'],5,1,"['VR', 'TowerDefense', 'Strategy', 'RTS', 'Sci-fi', 'Action', 'Robots', 'Space', 'ActionRTS', 'RealTimeTactics', '3D', 'Atmospheric', 'Futuristic', 'Indie', 'Military', 'War', 'Survival', 'ArtificialIntelligence', 'OldSchool', 'Destruction']"
586140,BlazBlue Centralfiction,"26 Apr, 2017","['96', '312', '30']","['93', '5,785']","['36,99']",['Arc System Works'],5,1,"['Anime', 'Fighting', '2DFighter', 'Action', 'GreatSoundtrack', 'StoryRich', 'VisualNovel', 'Multiplayer', 'SexualContent', 'LocalMultiplayer', 'Singleplayer', 'Nudity', 'Arcade', 'Difficult', 'Cute', 'Controller', 'Fantasy', 'eSports', 'Tutorial', 'Competitive']"
938070,LOGistICAL 2: Belgium,"21 Sep, 2018","['100', '10']","['100', '10']","['8,19']",['Sacada'],6,1,"['Casual', 'Strategy', 'Indie', 'Puzzle', 'ResourceManagement', 'Transportation', 'Education']"
1191730,Hogvalord,"27 Dec, 2021","['60', '10']",,"['8,99']",['Thap Tam Studio'],2,1,"['Simulation', 'RPG', 'Agriculture', 'Survival', 'BaseBuilding', 'TimeManagement', 'Sandbox', 'ResourceManagement', 'Cartoony', 'Cartoon', 'Isometric', 'Singleplayer', 'Fantasy', '2.5D', 'Indie', 'Casual', 'FarmingSim', 'Cute', 'Stylized', 'Top-Down']"
1413870,Shadow Man Remastered,"15 Apr, 2021","['97', '38', '30']","['95', '714']","['16,79']","['Nightdive Studios', 'Acclaim Studios Teeside']",5,1,"['Action', 'Adventure', 'Action-Adventure', 'Shooter', 'Platformer', 'Horror', 'Puzzle', 'Exploration', 'ThirdPerson', 'Metroidvania', '3DPlatformer', '3D', 'Atmospheric', 'Third-PersonShooter', 'Retro', 'Dark', 'OldSchool', 'Demons', 'Surreal', 'Combat']"
1389560,Paint Girl,"25 Sep, 2020","['86', '626']","['86', '626']","['1,59']",['ADOG'],3,1,"['SexualContent', 'Hentai', 'Casual', 'Adventure', 'Anime', 'Relaxing', 'Colorful', 'LifeSim', 'Puzzle', 'Nudity', 'Idler', 'Singleplayer', 'ImmersiveSim', 'Simulation', 'Experimental', 'Cartoon', 'Indie', 'Action-Adventure', 'Action', 'NSFW']"
1041920,If Found...,"19 May, 2020","['92', '40', '30']","['92', '779']","['10,79']",['DREAMFEEL'],13,2,"['Indie', 'Casual', 'LGBTQ+', 'Adventure', 'VisualNovel', 'StoryRich', 'GreatSoundtrack', 'Stylized', 'Beautiful', 'FemaleProtagonist', 'InteractiveFiction', 'Atmospheric', 'Singleplayer', 'Emotional']"
323380,The Magic Circle,"9 Jul, 2015","['91', '902']","['91', '902']",[],['Question'],6,3,"['Adventure', 'Indie', 'Puzzle', 'StoryRich', 'Simulation', 'Action', 'First-Person', 'Satire', 'Strategy', 'Comedy', 'Singleplayer', 'Programming', 'WalkingSimulator', 'Exploration']"
1502800,Escape Machine City: Airborne,"3 Mar, 2021","['83', '12']","['83', '12']","['3,29']",['Big Loop Studios'],10,1,"['Adventure', 'Puzzle', 'HiddenObject', 'Point&Click', 'Investigation', '3D', 'First-Person', 'Atmospheric', 'Logic', 'Indie', 'Mystery', 'Steampunk', 'Linear', 'Singleplayer', 'Casual', 'Exploration', 'EscapeRoom']"
1456200,Initial Drift Online,"8 Dec, 2020","['74', '27', '30']","['82', '791']","['4,99']",['RewindApp'],5,1,"['EarlyAccess', 'Racing', 'ImmersiveSim', 'CombatRacing', 'LifeSim', 'OpenWorld', 'Physics', 'Driving', 'PvP', 'AutomobileSim', 'MMORPG', 'First-Person', 'Action', 'ThirdPerson', 'Relaxing', 'Simulation', 'Anime', 'Atmospheric', 'MassivelyMultiplayer', ""1990's""]"
530320,Wandersong,"27 Sep, 2018","['92', '57', '30']","['96', '1,349']","['19,99']","['Greg Lobanov', 'A Shell in the Pit']",1,2,"['Music', 'Adventure', 'Comedy', 'Indie', 'Emotional', 'StoryRich', 'GreatSoundtrack', 'Colorful', 'Cute', 'Funny', 'Casual', 'Platformer', 'FamilyFriendly', 'Stylized', 'SideScroller', 'Rhythm', '2D', 'Cartoony', 'Exploration', 'Experimental']"
346010,Besiege,"18 Feb, 2020","['93', '283', '30']","['95', '38,413']","['12,99']",['Spiderling Studios'],14,3,"['Building', 'Sandbox', 'Physics', 'Destruction', 'Puzzle', 'Medieval', 'Simulation', 'Multiplayer', 'Strategy', 'Science', 'ThirdPerson', 'DarkHumor', 'VehicularCombat', 'Relaxing', 'OpenWorld', 'Funny', 'Singleplayer', 'LEGO', 'Co-op', 'LevelEditor']"
570770,古剑奇谭二(GuJian2),"18 Aug, 2013","['95', '23', '30']","['77', '2,025']","['15,99']","['上海烛龙信息科技有限公司', 'Aurogon Shanghai']",1,1,"['RPG', 'StoryRich', 'Singleplayer', 'Anime', 'MartialArts']"
816710,Gray Cat,"8 May, 2018","['81', '85']","['81', '85']","['3,99']",['Anatoliy Loginovskikh'],1,1,"['Indie', 'Adventure', 'Platformer']"
203140,Hitman: Absolution™,"19 Nov, 2012","['94', '338', '30']","['91', '26,079']","['19,99']",['Io-Interactive A/S'],8,1,"['Stealth', 'Action', 'ThirdPerson', 'Assassin', 'Singleplayer', 'Third-PersonShooter', 'Tactical', 'Shooter', 'ReplayValue', 'Crime', 'StoryRich', 'Cinematic', 'Multiplayer', 'Difficult', 'Atmospheric', 'Adventure', 'Strategy', 'ScoreAttack', 'Linear', 'Controller']"
1393570,Superbugs: Awaken,"5 Mar, 2021","['96', '125']","['96', '125']","['3,99']",['Together Games'],2,1,"['EarlyAccess', 'OnlineCo-Op', 'Co-op', 'Puzzle', 'Casual', 'Multiplayer', 'Funny', 'Comedy', 'Action-Adventure', 'Difficult', 'Conversation', 'Indie', 'LocalCo-Op', 'First-Person', 'Fast-Paced', '3D', 'FamilyFriendly', 'Stylized', 'Action', 'FPS']"
1581580,The Legend of Bear-Truck Trucker,"30 Apr, 2021","['97', '36']","['97', '36']","['3,99']",['Captain Games'],1,1,"['Simulation', 'AutomobileSim', 'LifeSim', 'Collectathon', 'Exploration', 'TimeManagement', 'Racing', '2D', 'Colorful', 'AlternateHistory', 'America', 'ATV', 'Capitalism', 'Driving', 'Economy', 'Offroad', 'Relaxing', 'ChoicesMatter', 'InventoryManagement', 'Physics']"
1208580,Red Rush,"21 May, 2020","['82', '17']","['82', '17']","['5,69']","['Egor Magurin', 'Shilov', 'Elizar Skakun']",4,1,"['Strategy', 'Indie', 'PixelGraphics', 'CityBuilder', 'RTS', '2D', 'ChoicesMatter', 'ReplayValue', ""1990's"", 'ResourceManagement', 'Simulation', 'Building', 'Casual', 'Management', 'PoliticalSim', 'Top-Down', 'Historical', 'Economy', 'Atmospheric', 'Singleplayer']"
