id,title,release_date,recent_reviews,all_reviews,price,developers,number_languages,compatible_os,tags
329070,SpyParty,"12 Apr, 2018","['86', '15', '30']","['81', '692']","['22,99']","['Chris Hecker', 'John Cimino']",1,1,"['Multiplayer', 'Strategy', 'Indie', 'Detective', 'Stealth', 'EarlyAccess', 'Action', 'Simulation', 'Mystery', 'Competitive', 'Assassin', 'SocialDeduction']"
2910,Fleet Command,"15 May, 1999","['84', '293']","['84', '293']","['9,99']",['Sonalysts'],1,1,"['Wargame', 'RTS', 'NavalCombat', 'Strategy', 'Military', 'War', 'Naval', 'Flight', 'Submarine', '3D', 'Real-Time', 'Underwater', 'Simulation']"
1078520,Ghost Stories,"31 May, 2019","['81', '43']","['81', '43']","['2,39']",['AK Studio'],2,1,"['Adventure', 'Indie', 'Action', 'Horror', 'Atmospheric', 'First-Person']"
1165870,Mahou Arms,"28 Apr, 2020","['87', '373']","['87', '373']","['24,99']",['Dischan Media'],1,1,"['Action', 'Adventure', 'Nudity', 'Anime', 'HackandSlash', 'EarlyAccess', 'SexualContent', 'FemaleProtagonist', 'Violent', 'Mature', 'CharacterActionGame', 'ActionRPG', 'Indie', 'RPG', 'StoryRich', 'NSFW', 'Casual', 'Romance', 'GreatSoundtrack', 'Strategy']"
1810960,Andy's Apple Farm,"26 Nov, 2021","['91', '81', '30']","['94', '161']","['2,39']",['M36 Games'],1,1,"['EarlyAccess', 'Horror', 'Simulation', 'PixelGraphics', 'Cartoony', 'Casual', ""1990's"", 'PsychologicalHorror', 'Arcade', 'Education', 'Point&Click', 'WalkingSimulator', 'ChooseYourOwnAdventure', 'ImmersiveSim', '2D', 'Cute', 'Colorful', '1980s', 'Atmospheric', 'Dark']"
301980,Disney Pirates of the Caribbean: At Worlds End,"22 May, 2007","['72', '138']","['72', '138']","['16,79']",['\xa0Eurocom Entertainment Software'],10,1,"['Adventure', 'Action', 'Pirates', 'PsychologicalHorror', 'Singleplayer']"
758870,Kynseed,"8 Nov, 2018","['83', '48', '30']","['88', '1,130']","['13,29']",['PixelCount Studios'],1,1,"['RPG', 'Sandbox', 'Adventure', 'PixelGraphics', 'LifeSim', 'FarmingSim', 'DarkFantasy', 'Simulation', 'Relaxing', 'Crafting', 'Fantasy', 'Funny', 'Singleplayer', 'Combat', 'Management', 'OpenWorld', '2D', 'Exploration', 'Indie', 'EarlyAccess']"
828150,WIN THE GAME!,"6 Apr, 2018","['80', '120']","['80', '120']","['0,78']",['AFBIK Studio'],27,1,"['Action', 'Indie', 'Casual']"
467660,Paranormal Activity: The Lost Soul,"15 Aug, 2017","['60', '10', '30']","['76', '591']","['27,99']",['VRWERX'],1,1,"['Horror', 'VR', 'Gore', 'Adventure', 'RPG', 'Violent', 'SurvivalHorror', 'PsychologicalHorror', 'Singleplayer', 'Indie', 'Multiplayer', 'EarlyAccess']"
1127920,Loser Reborn,"13 Sep, 2019","['84', '32']","['84', '32']","['4,99']",['Sounding Stone / 老奉毊'],4,1,"['Lovecraftian', 'JRPG', 'Parody', 'Retro', 'DarkHumor', 'MultipleEndings', 'RPGMaker', 'FemaleProtagonist', 'PixelGraphics', 'Turn-BasedCombat', 'Anime', 'Funny', 'Short', 'Singleplayer', 'RPG', 'Indie', 'VisualNovel', 'CRPG', 'Philosophical', 'StoryRich']"
803980,Plane Mechanic Simulator,"13 Feb, 2019","['41', '17', '30']",,"['9,99']","['Cobble Games', 'Disaster Studio']",10,1,"['Simulation', 'Indie', 'Adventure', 'WorldWarII', 'EarlyAccess', 'Building', 'Singleplayer', 'Casual', 'First-Person', 'Management', 'Action', 'Historical', 'Destruction', 'Strategy', 'FamilyFriendly', 'InventoryManagement', 'War', 'Atmospheric', 'Difficult', 'GreatSoundtrack']"
18820,Zero Gear,"12 Jan, 2010","['81', '322']","['81', '322']","['3,99']",['Brian Cronin'],1,1,"['Racing', 'Indie', 'Action', 'Sports', 'Multiplayer', 'Casual']"
1507990,A Day,"4 Feb, 2021","['92', '13']","['92', '13']","['3,29']",['Dinobird'],2,1,"['TimeManipulation', 'Relaxing', 'ScoreAttack', 'PuzzlePlatformer', 'HiddenObject', 'Action-Adventure', 'PixelGraphics', 'Funny', 'TimeManagement', 'Romance', 'Action', 'Casual', 'Colorful', 'SideScroller', '2DPlatformer', 'FamilyFriendly', 'Atmospheric', 'Arcade', 'Mystery', 'Adventure']"
418670,Pankapu,"21 Sep, 2016","['76', '207']","['76', '207']","['11,99']",['Too Kind Studio'],7,3,"['Indie', 'Action', 'Adventure', 'Platformer', 'Cute', 'StoryRich', '2D', 'Atmospheric', 'Metroidvania']"
1266890,Tactical Troops: Anthracite Shift,"15 Apr, 2021","['80', '25']","['80', '25']","['12,49']",['QED Games'],7,2,"['Turn-BasedTactics', 'Sci-fi', 'OldSchool', 'Turn-Based', 'Turn-BasedStrategy', 'LocalMultiplayer', 'Top-Down', 'Strategy', '2D', 'PvP', 'Turn-BasedCombat', 'Indie', 'Tactical', 'Physics', '1980s', '2.5D', 'Post-apocalyptic', 'Singleplayer', 'Retro', 'Multiplayer']"
6060,"Star Wars: Battlefront 2 (Classic, 2005)","1 Nov, 2005","['96', '377', '30']","['93', '39,750']","['8,19']",['Pandemic Studios'],1,1,"['Action', 'Multiplayer', 'Shooter', 'Third-PersonShooter', 'Classic', 'Sci-fi', 'Space', 'FPS', 'First-Person', 'Singleplayer', 'Moddable', 'ThirdPerson', 'Military', 'Co-op', 'Tactical', 'GreatSoundtrack', 'Strategy', 'Adventure', 'Addictive', 'Epic']"
228260,Fallen Enchantress: Legendary Heroes,"22 May, 2013","['78', '1,417']","['78', '1,417']","['24,99']",['Stardock Entertainment'],4,1,"['4X', 'GrandStrategy', 'CityBuilder', 'TacticalRPG', 'PvE', 'RPG', 'Turn-Based', 'Turn-BasedStrategy', 'Strategy', 'ThirdPerson', '3D', 'Dragons', 'Exploration', 'Turn-BasedTactics', 'Sandbox', 'Stylized', 'Fantasy', 'Medieval', 'Tactical', 'Magic']"
684680,Polygoneer,"24 Aug, 2017","['88', '134']","['88', '134']","['0,79']",['NukGames'],5,1,"['Indie', 'Casual', 'Action', 'Arcade', ""Shoot'EmUp"", 'Singleplayer', '2D', 'Retro', 'Top-DownShooter', 'Space', 'GreatSoundtrack', 'TwinStickShooter', 'Difficult', 'ScoreAttack', 'ReplayValue', 'Music', 'Adventure', 'Top-Down', 'PixelGraphics', '1980s']"
1096410,Vampire: The Masquerade - Coteries of New York,"11 Dec, 2019","['67', '28', '30']","['72', '1,306']","['8,28']",['Draw Distance'],8,3,"['Indie', 'VisualNovel', 'Vampire', 'InteractiveFiction', 'StoryRich', 'RPG', 'Dark', 'Atmospheric', 'Narration', 'Narrative', 'LGBTQ+', 'GreatSoundtrack', 'Singleplayer', 'ChoicesMatter', 'Horror']"
427980,Aozora Meikyuu,"27 Jan, 2016","['83', '210']","['83', '210']","['4,99']",['Yume Creations'],1,3,"['Nudity', 'Anime', 'VisualNovel', 'Indie', 'Adventure', 'Singleplayer', 'Casual', 'SexualContent', 'Romance']"
19830,Tom Clancy's Rainbow Six® 3 Gold,"18 Mar, 2003","['77', '18', '30']","['92', '1,264']","['4,99']","['Red Storm Entertainment', 'Ubisoft Montreal']",1,1,"['Tactical', 'FPS', 'Action', 'Simulation', 'Strategy', 'Realistic', 'Classic', 'Co-op', 'Shooter', 'First-Person', 'Singleplayer', 'Multiplayer', 'OldSchool', 'Military', 'Stealth']"
329640,Eradicator,"1 Jan, 1996","['88', '53']","['88', '53']","['6,99']","['Accolade, Inc']",1,3,"['Action', 'FPS', 'First-Person', 'Classic', 'Retro', ""1990's"", 'Shooter']"
412880,Drift Streets Japan,"21 Dec, 2015","['54', '11', '30']",,,['JDM4iK'],1,1,"['Racing', 'AutomobileSim', 'Simulation', 'Driving', 'Multiplayer', 'Sports', 'MassivelyMultiplayer', 'Indie', 'Action', 'Arcade', 'OpenWorld']"
996380,Smartphone Tycoon,"1 Mar, 2019","['68', '19', '30']",,"['5,69']",['Roastery Games'],8,1,"['Simulation', 'Strategy', 'Indie', 'Management', 'Singleplayer']"
1623420,Serious Sam: Kamikaze Attack!,"27 Jul, 2021","['75', '16', '30']","['91', '100']","['2,39']",['Be-Rad Entertainment'],1,1,"['Action', 'Arcade', 'Runner', 'Platformer', '2DPlatformer', 'SideScroller', '2D', 'Cartoony', 'Hand-drawn', 'Funny', 'Indie', 'Sci-fi', 'Controller', 'Singleplayer', 'Linear']"
1591290,Tree Simulator 2022,"16 Apr, 2021","['100', '61', '30']","['98', '656']","['2,39']",['Revmatek'],1,1,"['Action', 'Casual', 'Simulation', 'Adventure', 'PsychologicalHorror', 'LifeSim', 'Relaxing', 'ImmersiveSim', 'Abstract', 'TimeManipulation', 'Hentai', 'Indie', 'Multiplayer', 'Co-op', 'Singleplayer', 'Memes', 'Nudity', 'SexualContent', 'StoryRich']"
926170,Achromatic,"28 Sep, 2018","['85', '34']","['85', '34']","['3,99']",['Studio Goya'],27,2,"['Indie', 'Puzzle']"
1582090,Wild Wild Chess,"23 Apr, 2021","['94', '17']","['94', '17']","['1,59']",['Minimol Games'],1,1,"['Sports', 'Turn-BasedTactics', 'Turn-BasedStrategy', 'Tabletop', 'Strategy', 'BoardGame', 'Shooter', 'Casual', 'Funny', 'Simulation', 'Relaxing', 'Stylized', 'Minimalist', 'Western', 'America', 'Chess', 'Singleplayer']"
808290,Runes of Magic,"19 Mar, 2009","['66', '12', '30']",,[],['Runewaker Entertainment'],5,1,"['FreetoPlay', 'MMORPG', 'MassivelyMultiplayer', 'RPG', 'Adventure', 'Action', 'Multiplayer', 'Fantasy', 'PvP', 'CharacterCustomization', 'PvE', 'ActionRPG', 'OnlineCo-Op', 'Magic', 'MysteryDungeon', 'OpenWorld']"
1598920,Farmer Life Simulator,"21 Aug, 2021","['43', '57']",,"['12,49']",['DNA ARMY GAMING'],8,1,"['Simulation', 'Adventure', 'FarmingSim', 'LifeSim', 'Sandbox', 'FPS', 'Colorful', 'Cute', 'First-Person', ""1990's"", 'Atmospheric', 'Comedy', 'Education', 'FamilyFriendly', 'Logic', 'OpenWorld', 'Singleplayer', 'Indie']"
935070,Sakura MMO,"15 Oct, 2018","['87', '174']","['87', '174']","['8,19']",['Winged Cloud'],2,3,"['Nudity', 'Simulation', 'SexualContent', 'VisualNovel', 'Anime', 'FemaleProtagonist', 'LGBTQ+']"
576480,Drunken Fight Simulator,"17 Jan, 2017","['68', '89']",,"['0,79']",['Volens Nolens Games'],1,1,"['Action', 'Indie', 'Simulation', 'Fighting', 'Physics', 'Sandbox', ""Beat'emup"", 'ThirdPerson', 'EarlyAccess', 'Comedy', 'LocalCo-Op', 'Singleplayer', 'LocalMultiplayer']"
449680,SAMOLIOTIK,"25 Mar, 2016","['90', '1,143']","['90', '1,143']","['0,79']",,2,1,"['Casual', 'Indie', 'Illuminati', 'Action', 'PixelGraphics', 'Memes', 'PsychologicalHorror', 'Singleplayer', ""Shoot'EmUp"", '2D', 'Atmospheric', 'StoryRich', 'Funny']"
394700,Karma. Incarnation 1,"19 Oct, 2016","['82', '245']","['82', '245']","['4,99']",['AuraLab'],27,2,"['Indie', 'Casual', 'Adventure', 'Point&Click', 'Puzzle', 'Hand-drawn', 'GreatSoundtrack', '2D', 'Singleplayer', 'Surreal']"
1476170,Godstrike,"15 Apr, 2021","['81', '82']","['81', '82']",,['OverPowered Team'],10,1,"['ActionRoguelike', 'BulletHell', 'TwinStickShooter', 'Action', 'Roguelite', 'Shooter', 'Arcade', '3D', 'BulletTime', 'Anime', 'Colorful', 'Indie', 'Adventure', 'Fantasy', 'Combat', 'Singleplayer', 'Controller']"
1406850,The Legend of Tianding,"1 Nov, 2021","['95', '306', '30']","['96', '1,240']","['19,99']",['Creative Games Computer Graphics Corporation'],6,2,"['CharacterActionGame', '2DPlatformer', 'HackandSlash', 'Spectaclefighter', ""Beat'emup"", 'SideScroller', 'Anime', 'Platformer', 'Difficult', '2D', 'Action', 'ComicBook', 'Atmospheric', 'Linear', 'MultipleEndings', 'StoryRich', 'Stylized', 'Violent', 'Historical', 'Singleplayer']"
341950,Lux Delux,"1 May, 2015","['76', '185']","['76', '185']",,['Sillysoft Games'],20,3,"['Strategy', 'Indie', 'BoardGame', 'Turn-BasedStrategy', 'Multiplayer', '2D', 'Turn-Based', 'Singleplayer', 'War', 'Historical', 'Casual', 'Moddable', 'Diplomacy', 'CultClassic', 'Classic']"
359510,Tangle Tower,"22 Oct, 2019","['94', '38', '30']","['94', '1,476']","['16,79']",['SFB Games'],14,2,"['Detective', 'Point&Click', 'Exploration', 'VisualNovel', 'Funny', 'Puzzle', '2D', 'StoryRich', 'Noir', 'Conversation', 'Crime', 'Mystery', 'Atmospheric', 'Comedy', 'Adventure', 'Singleplayer', 'Indie', 'Investigation', 'Hand-drawn', 'GreatSoundtrack']"
258010,Ring Runner: Flight of the Sages,"9 Jul, 2013","['85', '544']","['85', '544']","['4,99']",['Triple.B.Titles'],1,1,"['Action', 'Indie', 'RPG', 'Space', 'Sci-fi', 'StoryRich', 'Shooter', 'GreatSoundtrack', 'Multiplayer', 'Co-op', ""Shoot'EmUp"", 'Flight', 'Top-Down', '2D', 'LocalCo-Op']"
16810,Sid Meier's Civilization IV: Colonization,"23 Sep, 2008","['100', '13', '30']","['85', '726']","['19,99']",['Firaxis Games'],5,2,"['Strategy', 'Turn-BasedStrategy', 'Turn-Based', '4X', 'Historical', 'Singleplayer', 'Multiplayer', 'Moddable', 'Economy', 'Simulation', 'GrandStrategy']"
1193590,Abomi Nation,"28 Jul, 2021","['85', '62']","['85', '62']","['16,79']",['Orange Pylon Games'],5,1,"['Indie', 'RPG', 'CreatureCollector', 'Roguelike', 'Turn-BasedCombat', 'Singleplayer', 'Party-BasedRPG', 'Roguelite', 'Cute', 'Cartoony', 'FamilyFriendly', 'PermaDeath', 'ProceduralGeneration', 'ReplayValue', 'Turn-Based', 'Exploration', '3D', 'Fantasy', 'Funny', 'CharacterCustomization']"
405010,Bitardia,"20 Nov, 2015","['94', '18', '30']","['88', '667']","['5,99']",['varlamov5264'],2,3,"['Action-Adventure', 'StoryRich', 'Memes', 'Adventure', 'Atmospheric', 'Action', 'PsychologicalHorror', 'FPS', 'OpenWorld', 'Indie', 'EarlyAccess', 'RPG', 'Surreal', 'Horror', 'Dystopian', 'Shooter', 'First-Person', 'Singleplayer', 'Gore', 'Abstract']"
1576720,Armageddon Empires,"8 Jul, 2007","['88', '18']","['88', '18']","['8,19']",['Cryptic Comet Games'],1,1,"['Strategy', 'Turn-BasedStrategy', 'Wargame', 'Top-Down', 'Post-apocalyptic', 'Deckbuilding', 'Turn-BasedCombat', 'Singleplayer']"
423590,The Little Acre,"13 Dec, 2016","['86', '434']","['86', '434']","['12,99']",['Pewter Games Studios'],7,3,"['Colorful', 'Fantasy', 'Adventure', 'Narration', '2D', 'Point&Click', 'Isometric', 'Hand-drawn', 'HiddenObject', 'Indie', 'Singleplayer', 'FamilyFriendly', 'Cute', 'Funny', 'Atmospheric', 'Difficult', 'Mouseonly', 'Minigames', 'FemaleProtagonist', '2.5D']"
371500,Grey Cubes,"15 May, 2015","['88', '339']","['88', '339']","['0,99']",['Deion Mobile'],8,3,"['Action', 'Casual', 'Indie', 'Arcade', 'Physics']"
1284080,Legion Gold,"9 Jul, 2020","['88', '43']","['88', '43']","['8,19']",['Slitherine Ltd.'],1,1,"['Strategy', 'Building', 'RTS', '4X', '2D', 'Historical', 'Management', 'Military', 'OldSchool', 'Rome', 'Tactical', 'War', 'ResourceManagement', 'Singleplayer']"
695570,PyroMind,"28 Aug, 2019","['100', '16']","['100', '16']","['2,99']",['Dbabicius'],1,2,"['Casual', 'Action', 'Indie', 'Strategy', 'Puzzle', 'Logic', 'LocalMultiplayer', 'Survival', 'Multiplayer']"
215690,Zeno Clash 2,"30 Apr, 2013","['82', '572']","['82', '572']","['9,99']",['ACE Team'],6,1,"['Action', 'Indie', 'Surreal', ""Beat'emup"", 'Fighting', 'First-Person', 'Adventure', 'Co-op', 'Singleplayer', 'OpenWorld', 'FPS', 'Atmospheric', 'Fantasy', 'Sci-fi', 'OnlineCo-Op']"
736930,Delicious - Moms vs Dads,"12 Dec, 2017","['65', '63']",,"['9,99']",['GameHouse'],15,2,"['Casual', 'Adventure', 'Indie', 'TimeManagement']"
1206430,The Unfinished Swan,"10 Sep, 2020","['88', '77', '30']","['84', '680']","['12,49']",['Giant Sparrow'],11,1,"['Adventure', 'Puzzle', 'Indie', 'Exploration', 'PuzzlePlatformer', 'Surreal', 'Casual', 'Minimalist', 'Mystery', 'First-Person', 'Singleplayer', 'StoryRich', 'WalkingSimulator', 'Beautiful', 'Atmospheric', '3D', 'GreatSoundtrack', 'Music', 'Narrative', 'Stylized']"
20510,S.T.A.L.K.E.R.: Clear Sky,"15 Sep, 2008","['85', '318', '30']","['87', '10,470']","['9,99']",['GSC Game World'],8,1,"['OpenWorld', 'Atmospheric', 'Post-apocalyptic', 'Survival', 'FPS', 'Action', 'First-Person', 'RPG', 'Shooter', 'Singleplayer', 'SurvivalHorror', 'Adventure', 'Multiplayer', 'Horror', 'Sci-fi', 'Classic', 'Moddable', 'Zombies', 'InventoryManagement', 'Sandbox']"
336840,Color Guardians,"12 May, 2015","['88', '18']","['88', '18']","['12,49']",['Fair Play Labs'],7,2,"['Action', 'Indie', 'FamilyFriendly']"
1383960,Nickelodeon Kart Racers 2: Grand Prix,"1 Dec, 2020","['79', '24', '30']","['83', '216']","['19,99']",['Bamtang Games'],6,1,"['Action', 'Racing', 'Casual', 'Action-Adventure', 'Arcade', 'CombatRacing', '3D', 'Cartoon', 'Cartoony', 'Colorful', 'Cute', 'FamilyFriendly', 'Funny', 'PvP', 'Memes', 'Combat', 'Driving', 'InventoryManagement', 'PvE', 'VehicularCombat']"
387290,Ori and the Blind Forest: Definitive Edition,"27 Apr, 2016","['92', '820', '30']","['95', '44,544']","['4,99']",['Moon Studios GmbH'],8,1,"['Atmospheric', 'GreatSoundtrack', 'Metroidvania', 'Platformer', 'Adventure', 'StoryRich', 'Singleplayer', 'Cute', 'Action', 'Difficult', 'Fantasy', '2D', 'Indie', 'Puzzle', 'SideScroller', 'OpenWorld', 'Controller', 'FamilyFriendly', '2.5D', 'RPG']"
524010,Siege of Centauri,"12 Sep, 2019","['61', '277']",,"['12,49']",['Stardock Entertainment'],1,1,"['TowerDefense', 'RealTimeTactics', 'PvE', 'Competitive', 'Real-Time', 'Strategy', '3D', 'Isometric', 'StoryRich', 'BaseBuilding', 'Narration', 'GunCustomization', 'Action', 'Colorful', 'Sci-fi', 'Tactical', 'LevelEditor', 'Moddable', 'War', 'Robots']"
566050,Zeus + Poseidon,"15 Dec, 2016","['100', '19', '30']","['95', '1,029']",,['Impressions Games'],1,1,"['Strategy', 'CityBuilder', 'ColonySim', 'Mythology', 'Classic', 'Simulation', 'Singleplayer', 'Historical', 'Isometric']"
209540,Strike Suit Zero,"23 Jan, 2013","['79', '1,172']","['79', '1,172']","['5,99']",['Born Ready Games Ltd.'],7,3,"['Space', 'Action', 'Mechs', 'Sci-fi', 'Indie', 'Simulation', 'Shooter', 'Flight', 'GreatSoundtrack', 'Singleplayer', 'SpaceSim', 'Robots', 'ThirdPerson', 'Third-PersonShooter', 'Kickstarter']"
1244260,The Fairy's Song,"7 Aug, 2020","['98', '74']","['98', '74']","['8,19']",['ebi-hime'],3,2,"['Indie', 'Casual', 'Adventure', 'LGBTQ+', 'VisualNovel', 'FemaleProtagonist', 'Romance', 'Anime']"
798840,Panzer War : Definitive Edition (Cry of War),"28 Feb, 2018","['100', '20', '30']","['90', '416']","['4,99']","['ShanghaiWindy', '王诗江']",4,1,"['Simulation', 'Indie', 'Casual', 'Action', 'Tanks', 'Singleplayer', 'WorldWarI', 'WorldWarII']"
249680,Marlow Briggs and the Mask of Death,"20 Sep, 2013","['91', '1,461']","['91', '1,461']","['4,99']",['Zootfly'],5,1,"['Action', 'Spectaclefighter', 'HackandSlash', 'Adventure', 'CharacterActionGame', 'Singleplayer', 'ThirdPerson', 'Funny', 'Platformer', 'Indie', 'Comedy']"
540500,Starfighter Arduxim,"19 Oct, 2016","['78', '19']","['78', '19']","['3,99']",['Fulby Technologies'],1,1,"['SpaceSim', 'Flight', 'Simulation', 'VR', ""1990's"", 'Action', 'Shooter', 'ImmersiveSim', 'Futuristic', 'Space', 'Sci-fi', ""Shoot'EmUp"", 'First-Person', 'Military', 'War', 'PvP', '6DOF', 'Combat', 'Controller', 'VehicularCombat']"
409920,Brilliant Shadows - Part One of the Book of Gray Magic,"30 Oct, 2015","['94', '157']","['94', '157']","['6,03']",['Ithaqua Labs'],1,2,"['Adventure', 'VisualNovel', 'Casual', 'Simulation', 'Fantasy', 'Romance', 'LGBTQ+', 'FemaleProtagonist', 'ChooseYourOwnAdventure']"
504110,The Longest Five Minutes,"13 Feb, 2018","['70', '27']","['70', '27']","['19,99']","['Nippon Ichi Software, Inc.', 'SYUPRO-DX']",2,1,"['Adventure', 'RPG', 'PixelGraphics', 'Anime', 'JRPG']"
1079320,Dragon Extinction,"16 Oct, 2020","['80', '67']","['80', '67']","['12,49']",['Xefier Games Inc.'],1,1,"['Indie', 'ActionRPG', 'RPG', 'HackandSlash', 'Souls-like', 'DungeonCrawler', 'Multiplayer', 'Co-op', 'Singleplayer', 'Fantasy', 'Action', 'Dragons', 'CharacterCustomization', 'ProceduralGeneration', 'ThirdPerson', 'CRPG', 'Adventure', 'EarlyAccess', 'Action-Adventure', '3D']"
303210,The Beginner's Guide,"1 Oct, 2015","['95', '126', '30']","['87', '14,399']","['8,99']",['Everything Unlimited Ltd.'],5,3,"['StoryRich', 'WalkingSimulator', 'Indie', 'Narration', 'Atmospheric', 'First-Person', 'Short', 'Singleplayer', 'Adventure', 'Abstract', 'Surreal', 'GreatSoundtrack', 'Experimental', 'Psychological', 'Emotional', 'Dark', 'Philosophical', 'Experience', 'PsychologicalHorror', 'Puzzle']"
1367220,Wild Gun,"10 Dec, 2020","['90', '11']","['90', '11']","['4,99']",['KIMYS STUDIOS'],1,1,"['Action', 'Casual', 'Shooter', 'Arcade', 'FPS', 'HeroShooter', 'Heist', ""Shoot'EmUp"", 'First-Person', '3D', 'VR', 'Horses', 'Crime', 'Detective', 'America', 'Western', '6DOF', 'BulletTime', 'Combat', 'Singleplayer']"
61500,Age of Wonders,Oct 2010,"['78', '591']","['78', '591']","['5,99']",['Triumph Studios'],1,1,"['Strategy', 'RPG', 'Fantasy', 'Turn-BasedStrategy', 'Classic', 'Turn-Based', 'GreatSoundtrack', '4X', 'Singleplayer', 'Multiplayer']"
1106530,GemCraft - Frostborn Wrath,"10 Jan, 2020","['83', '18', '30']","['88', '1,973']","['11,59']",['Game in a Bottle'],1,1,"['Strategy', 'Indie', 'TowerDefense', 'Action', 'Singleplayer', 'Difficult', 'Top-Down', '2D', 'DarkFantasy', 'Tactical', 'Classic', 'Fantasy', 'Magic', 'GreatSoundtrack', 'Medieval']"
746510,Duck Season PC,"17 Jun, 2019","['92', '14', '30']","['91', '574']","['9,99']",['Stress Level Zero'],1,1,"['Horror', 'Indie', 'Casual', 'PsychologicalHorror', 'Atmospheric', 'First-Person', 'Singleplayer', 'Shooter', 'FPS', 'Psychological', 'MultipleEndings', 'Funny']"
1624380,Horny Sekai,"29 Aug, 2021","['71', '70']","['71', '70']","['2,39']",['illuminatigames'],27,3,"['Mature', 'SexualContent', 'Nudity', 'Fantasy', 'DatingSim', 'Atmospheric', 'NSFW', 'Relaxing', 'Funny', 'Lore-Rich', 'ChoicesMatter', 'Singleplayer', 'VisualNovel', 'Adventure', 'Comedy', 'Cute', 'Anime', '2D', 'Casual', 'Point&Click']"
501300,What Remains of Edith Finch,"24 Apr, 2017","['94', '585', '30']","['95', '22,364']","['19,99']",['Giant Sparrow'],11,1,"['StoryRich', 'Atmospheric', 'WalkingSimulator', 'First-Person', 'Exploration', 'Adventure', 'Mystery', 'FemaleProtagonist', 'Singleplayer', 'GreatSoundtrack', 'Indie', 'Narration', 'Short', 'Drama', 'Dark', 'Puzzle', 'PsychologicalHorror', 'Horror', 'VisualNovel', 'Lovecraftian']"
410970,Master of Orion 1,"22 Nov, 1996","['90', '229']","['90', '229']","['5,99']",['SimTex'],3,3,"['Strategy', '4X', 'Turn-Based', 'Space', 'Classic', 'Sci-fi', 'Singleplayer', 'Turn-BasedStrategy', '2D', ""1990's""]"
333220,Cherry Tree High I! My! Girls!,"20 Nov, 2014","['83', '77']","['83', '77']","['3,99']",['773'],1,1,"['Indie', 'VisualNovel', 'Adventure', 'Anime', 'Cute', 'FemaleProtagonist', 'Comedy', 'Singleplayer']"
80200,Fate of the World,"28 Feb, 2011","['79', '355']","['79', '355']","['9,99']",['Red Redemption'],3,2,"['Strategy', 'PoliticalSim', 'Simulation', 'Turn-Based', 'Indie', 'Political', 'Difficult', 'Casual', 'Politics', 'Education', 'Nature', 'Singleplayer', 'CardGame']"
577940,Killer Instinct,"27 Sep, 2017","['95', '43', '30']","['91', '3,053']","['36,99']",['Iron Galaxy'],8,1,"['Fighting', 'Action', 'Multiplayer', 'GreatSoundtrack', '2DFighter', 'Arcade', 'Singleplayer', 'Competitive', 'LocalMultiplayer', '2.5D', 'Controller', ""Beat'emup""]"
1087780,STURMWIND EX,"30 Sep, 2019","['79', '29']","['79', '29']","['12,99']","['b-alive', 'Duranik']",2,1,"['Action', 'Indie', ""Shoot'EmUp"", 'BulletHell', 'Arcade', 'Retro', 'ReplayValue', 'SideScroller', 'Casual', 'Shooter', 'Sci-fi', 'Controller', '2D', 'Space']"
1571090,Beast Crimes,"8 Jan, 2022",,,"['3,29']",['Link0v0'],1,1,"['ChooseYourOwnAdventure', 'VisualNovel', 'InteractiveFiction', 'Point&Click', 'Strategy', 'Detective', 'LGBTQ+', 'StoryRich', 'ChoicesMatter', 'MultipleEndings', 'Drama', 'Anime', 'Cartoony', 'Logic', 'Mystery', 'Adventure', 'Singleplayer', 'Indie', 'Investigation', '2D']"
1771070,Midnight Scenes: The Nanny,"27 Oct, 2021","['100', '62']","['100', '62']","['1,43']",['Octavi Navarro'],1,1,"['Adventure', 'Indie', 'PsychologicalHorror', 'Horror', 'Point&Click', 'Sci-fi', 'Cute', 'PixelGraphics', 'Narrative', 'Mystery', 'StoryRich', 'Thriller', 'Supernatural', 'Dark', 'Atmospheric', 'Colorful', '1980s', 'OldSchool', 'Retro', 'Singleplayer']"
1185160,Inunaki Tunnel | 犬鳴トンネル,"19 Nov, 2019","['90', '10', '30']","['81', '262']","['2,39']","[""Chilla's Art""]",4,1,"['Horror', 'Adventure', 'Indie', 'Casual', 'Simulation', 'Action', 'Strategy', 'PsychologicalHorror', 'WalkingSimulator', 'First-Person', 'Exploration', 'Short', 'Atmospheric', 'Singleplayer', 'Narration', 'Psychological', 'Surreal', 'Anime', 'StoryRich', 'Mystery']"
1784600,Kingdom of Dinza,"22 Dec, 2021","['100', '10']","['100', '10']","['6,59']",['Starstrike Studios'],1,1,"['Adventure', 'RPG', 'Top-Down', '2D', 'OpenWorld', 'ProceduralGeneration', 'Exploration', 'Singleplayer', 'DungeonCrawler', 'Fantasy', 'OldSchool', 'Action-Adventure', 'ActionRPG', 'Atmospheric', 'Medieval', 'Mystery', 'FemaleProtagonist', 'CharacterCustomization', 'Combat', 'Crafting']"
